"Refid","Author","Title","Abstract","Accession Number","Art. no.","Article Number","Author Address","Author keywords","Author(s) id","Cited by","Comments","Custom 4","Custom 5","Database","Database Provider","Date","distiller_reference_created_date","distiller_reference_upload_date","Document type","DOI","Eid","Epub Date","File attachment","Index keywords","ISSN","Issue","Journal","Keywords","Label","Language","Legal Note","Level","Link","min_level","NIHMSID","Notes","Number","Open access","Original Publication","Page count","Page end","Page start","Pages","Place Published","PMCID","Publication stage","Publisher","Pubmed id","Rapidscreening","Research Notes","Secondary Author","Section","Short Title","Source","Source title","Translated Title","Type","Type of Work","URL","User","Volume","Year"
248,"Liu, F., Dong, L., Shao, Z.","EXPLORING THE RESILIENT DESIGN OF SPONGE TRANSFORMATION IN OLD COMMUNITIES OF MOUNTAINOUS CITIES: A CASE STUDY OF Y DISTRICT IN C …","… The resilience governance framework of sponge city … Beijing has taken the lead in starting pilot resilient communities, … micro and small and are out of use or contaminated (Fig. 3). On the …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,"Environmental Engineering & …",,,,,,,,,,,,,,,,,,,,,,,,,,"EXPLORING THE RESILIENT DESIGN OF SPONGE TRANSFORMATION IN OLD COMMUNITIES OF MOUNTAINOUS CITIES: A CASE STUDY OF Y DISTRICT IN C …",,,,JOUR,,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15829596&AN=179293352&h=oOcZj0y1aBYim6zJY33mwg7buZoKFPHlJBFxAxkGwm%2BnbeFX7OxZxxWmqilZa0hpMsooyEtGZZLLYzppcDWiCA%3D%3D&crl=c,,,2024
249,"Mayer, B.","A framework for improving resilience: Adaptation in urban contexts","… is unlikely to produce the truly resilient communities envisioned by many of resilience’s … resilience, whether they be water source contamination, deforestation, or encroachment on …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,10.4324/9781315652054-10,,,,,,,"Resilience, Environmental Justice and the City",,,,,,,,,"Cited By (since 2016): 19",,,,,,,,,,,,,,,,,"A framework for improving resilience: Adaptation in urban contexts",,,,JOUR,,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315652054-10/framework-improving-resilience-adaptation-urban-contexts-brian-mayer,,,2016
250,"Mehan, A., Mostafavi, S.","Building resilient communities over time","… Rational choice theory is an analytical framework in neoclassical economics for understanding and modeling the social and economic behavior of groups of people – for example, the …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,10.1007/978-3-030-87745-3_322,,,,,,,"The Palgrave encyclopedia of urban and regional …",,,,,,,,,"Cited By (since 2023): 23",,,,,,,,,,,,,,,,,"Building resilient communities over time",,,,JOUR,,"https://link.springer.com/content/pdf/10.1007/978-3-030-87745-3_322.pdf https://research.tudelft.nl/files/147927869/Mehan_2022_Building_resilient_communities_over.pdf",,,2023
251,"Murphy-Greene, C.","Environmental Justice and Resiliency in an Age of Uncertainty","… to bear the brunt of environmental pollution for decades and are … them to help build stronger and more resilient communities. … framework to address the many pressing environmental …",,,,,,,,,,,"GS Search 1b",,,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,,,,,,,,,,"Cited By (since 2022): 2","Query date: 2024-09-27 11:08:34",,,,,,,,,,books.google.com,,,,,,"Environmental Justice and Resiliency in an Age of Uncertainty",,,,BOOK,,https://books.google.com/books?hl=en&lr=&id=ZR1tEAAAQBAJ&oi=fnd&pg=PT13&dq=framework+%22resilient+communities%22+pollution%7Cpolluted%7Cpollutants%7Ccontamination%7Ccontaminated%7Ccontaminants%7Ccontaminates&ots=9VNA8Xnl85&sig=f-cP6lCyukOodvLLg7qJTlOmm8w,,,2022
252,"Patiño, P. I.","Building resilient and safe communities against poverty and disaster","… : The People’s Plan framework unleashed energy and dynamics … Even the Supreme Court ruling to clean up contaminated … resilient communities and social–institutional transformation. …",,,,,,,,,,,"GS Search 1b",,,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,,,,,,,,,,"Cited By (since 2016): 12","Query date: 2024-09-27 11:08:34",,,,,,,,,,preparecenter.org,,,,,,"Building resilient and safe communities against poverty and disaster",,,,BOOK,,http://preparecenter.org/sites/default/files/building_resilient_and_safe_communities_against_poverty_and_disaster.pdf,,,2016
253,"Peters, K., Bahadur, A., Tanner, T., Langston, L.","'Resilience'across the post-2015 frameworks: towards coherence?","… ’ in the post-2015 frameworks from the global level down to the … resilience features in the frameworks and what the opportunities … to the final framework texts, transcripts of the frameworks …",,,,,,,,,,,"GS Search 1b",,,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,,,,,,,,,,"Cited By (since 2016): 40","Query date: 2024-09-27 11:08:34",,,,,,,,,,eprints.soas.ac.uk,,,,,,"'Resilience'across the post-2015 frameworks: towards coherence?",,,,BOOK,,"https://eprints.soas.ac.uk/31368 https://eprints.soas.ac.uk/31368/1/11085.pdf",,,2016
254,"Policy, Board on Health Sciences","Healthy, resilient, and sustainable communities after disasters: strategies, opportunities, and planning for recovery","… This report is organized into three parts: Part I sets forth the committee’s strategic framework for building healthier and more resilient and sustainable postdisaster communities, while …",,,,,,,,,,,"GS Search 1b",,,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,,,,,,,,,,"Cited By (since 2015): 53","Query date: 2024-09-27 11:08:34",,,,,,,,,,books.google.com,,,,,,"Healthy, resilient, and sustainable communities after disasters: strategies, opportunities, and planning for recovery",,,,BOOK,,https://books.google.com/books?hl=en&lr=&id=-RqbCgAAQBAJ&oi=fnd&pg=PT35&dq=framework+%22resilient+communities%22+pollution%7Cpolluted%7Cpollutants%7Ccontamination%7Ccontaminated%7Ccontaminants%7Ccontaminates&ots=UHp027EQsz&sig=Y3OJxGT6ZQNhkJFtjmVXyrZeO4A,,,2015
255,"Renders, R.","FRAMEWORK FOR RESILIENCE: ASSESSING COMMUNITIES'FLOOD RESILIENCE IN THE UPPER HUDSON","… reveal that more resilient communities do not … Pollution Prevention Plan (SWPPP) when submitting a development proposal (Table 6). An SWPPP identifies potential sources of pollution …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FRAMEWORK FOR RESILIENCE: ASSESSING COMMUNITIES'FLOOD RESILIENCE IN THE UPPER HUDSON",,,,JOUR,,https://ecommons.cornell.edu/server/api/core/bitstreams/aef3ff18-ae25-48f8-b573-c7b4817e1cad/content,,,2024
256,"Rosenbloom, J.","Fifty shades of gray infrastructure: Land use and the failure to create resilient cities","… , adaptive infrastructure to create more resilient communities. … [L]oss of biodiversity, degraded land, diffuse air pollution, … processes, adaptive legal frameworks, and adaptive governance …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,"Wash. L. Rev.",,,,,,,,,"Cited By (since 2018): 54",,,,,,,,,,,,,,,,,"Fifty shades of gray infrastructure: Land use and the failure to create resilient cities",,,,JOUR,,"https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/washlr93&section=9 https://digitalcommons.law.uw.edu/cgi/viewcontent.cgi?article=5025&context=wlr",,,2018
257,"Santos, A., Sousa, N., Kremers, H., Bucho, J. L.","Building resilient urban communities: the case study of setubal municipality, Portugal","The Sendai Framework for Disaster Risk Reduction provides several guidelines that countries should follow. Still, some scientific papers discussed the limitations, difficulties, and …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,Geosciences,,,,,,,,,"Cited By (since 2020): 22",,,,,,,,,,,,,,,,,"Building resilient urban communities: the case study of setubal municipality, Portugal",,,,JOUR,,https://www.mdpi.com/2076-3263/10/6/243,,,2020
258,"Scalingi, P. L.","Creating wildfire-resilient communities","… , large-scale wildfire smoke has contaminated citrus in orchards and … It also leads to contamination of soils and groundwater, … offers a ready-made framework that can be customized …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,10.1007/978-3-030-42462-6_11,,,,,,,"The Palgrave Handbook of Climate Resilient Societies",,,,,,,,,"Cited By (since 2022): 3",,,,,,,,,,,,,,,,,"Creating wildfire-resilient communities",,,,JOUR,,https://link.springer.com/content/pdf/10.1007/978-3-030-42462-6_11.pdf,,,2022
259,"Singh, S. K., Taylor, R. W., Thadaboina, V.","Evaluating and predicting social behavior of arsenic affected communities: Towards developing arsenic resilient society","… Less resilient communities and the environment are more susceptible to vulnerability [16]. Therefore, quantifying social resilience and its predictors will help understand the coping …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,"Emerging Contaminants",,,,,,,,,"Cited By (since 2022): 5",,,,,,,,,,,,,,,,,"Evaluating and predicting social behavior of arsenic affected communities: Towards developing arsenic resilient society",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2405665021000226,,,2022
260,"Sittenfeld, D.","Citizen Science, Civics, and Resilient Communities: Co-Created Science-to-Civics to Facilitate Equitable Climate Resilience Planning","… of extreme heat and particulate pollution. In each chapter, I … framework, I describe its application to a national NOAA-funded project, Citizen Science, Civics, and Resilient Communities …",,,,,,,,,,,"GS Search 1b",,,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,,,,,,,,,,,"Query date: 2024-09-27 11:08:34",,,,,,,,,,search.proquest.com,,,,,,"Citizen Science, Civics, and Resilient Communities: Co-Created Science-to-Civics to Facilitate Equitable Climate Resilience Planning",,,,BOOK,,https://search.proquest.com/openview/8553ae92c51acf67d2182fa481c5775f/1?pq-origsite=gscholar&cbl=18750&diss=y,,,2022
261,"Stamatopoulos, E., Forouli, A., Stoian, D.","An adaptive framework for assessing climate resilience in buildings","As global climates continue to evolve, the urgency to enhance built environments against environmental challenges becomes more pronounced. Inspired by the Smart Readiness Indicator (SRI)—a system for assessing a building’s smart readiness—this study introduces a framework to assess and evaluate climate resilience in buildings. The framework assesses a building’s ability to anticipate, prepare for, respond to, and recover from adverse climate-related events. It begins with a climate exposure analysis that examines certain hazards and incorporates historical weather data for a comprehensive exposure analysis. Based on this analysis, a structured and quantifiable approach is employed to assess and benchmark the resilience of different building typologies across several domains. The assessment is grounded in qualitative analysis through extensive literature research, institutional guidelines, and best practices. It also employs a dynamic weighting based on the exposure assessment of a building’s location, assigning resilience importance according to the climate risks faced. Initially applied to two buildings in Athens, Greece, and Helsinki, Finland — locations with significantly different climatic characteristics — the framework was then tested in experimental simulations. These simulations highlight the framework’s adaptability to different climatic conditions. Finally, we summarize the major findings of the research, emphasizing its importance in promoting climate-resilient building practices, supporting the inventory of building stock, and aiding decision-making against increasingly intense and frequent climate risks.",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,"Building and …",,,,,,,,,"Cited By (since 2024): 1",,,,,,,,,,,,,,,,,"An adaptive framework for assessing climate resilience in buildings",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S036013232400711X,,,2024
262,"Sun, L., Li, H., Nagel, J., Yang, S.","Convergence of AI and urban emergency responses: Emerging pathway toward resilient and equitable communities","… of resilient communities by proposing a comprehensive definition of hazard resilience in urban areas. Their framework … -initiated releases of radioactive contamination or other toxic …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,"Applied Sciences",,,,,,,,,,,,,,,,,,,,,,,,,,"Convergence of AI and urban emergency responses: Emerging pathway toward resilient and equitable communities",,,,JOUR,,https://www.mdpi.com/2076-3417/14/17/7949,,,2024
263,"Syahrir, R., Wall, F., Diallo, P.","Coping with sudden mine closure: The importance of resilient communities and good governance","… preconditions or favourable frameworks to generate resilient communities is crucial for … After mining, the prevention of pollution and land rehabilitation is mainly the mining company's …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,"The Extractive Industries and Society",,,,,,,,,"Cited By (since 2021): 26",,,,,,,,,,,,,,,,,"Coping with sudden mine closure: The importance of resilient communities and good governance",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S2214790X21001805,,,2021
264,"Tabb, Phillip James","Biophilic Urbanism","… Tabb’s book is a highly useful addition, providing both a systematic framework for … that neighborhoods experiencing higher levels of air pollution (mostly lower-income neighborhoods of …",,,,,,,,,,,"GS Search 1b",,,"2024-10-03 23:12:34","2024-10-03 23:12:34",,10.4324/9781003034896,,,,,9781003034896,,,,,,,,,,,"Cited By (since 2020): 35","Query date: 2024-09-27 11:08:34",,,,,,,,,,taylorfrancis.com,,,,,,"Biophilic Urbanism",,,,BOOK,,"https://www.taylorfrancis.com/books/mono/10.4324/9781003034896/biophilic-urbanism-phillip-james-tabb https://scholar.archive.org/work/j2wxdxpwgrhhljr32rjqdixsve/access/wayback/https://s3-euw1-ap-pe-ws4-capi2-distribution-p.s3-eu-west-1.amazonaws.com/books/9781003034896/HUB/googleScholarPdf.pdf?response-content-disposition=attachment%3B%20filename%3D%229781003034896_googlepreview.pdf%22&response-content-type=application%2Fpdf&x-amz-security-token=IQoJb3JpZ2luX2VjEDIaCWV1LXdlc3QtMSJIMEYCIQCnUBIWI24HXv5QKZk2ERu29WhY2X79ANiM0kfjdDRpCQIhALIXCQIXClgaynIWQ2wiJ6bWHSwsVwQKgpDV22AFNUinKr0DCLv%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQAhoMMDEyMTc3MjY0NTExIgwTQ10FZcK3gGJOa3MqkQPvTUidG%2F0%2FjzJnsEcM8gmO7DuVUOyW6f4GZsM0i%2FqZG5HtckuMzygli9xXin0ImZL%2FfSC8RCgGcd9BsenbYmhPrS3gHCMmyFonKVwR4FWBh2FZFYt6RJBM8K%2Bus%2B%2BNKlyuwFEZkQAbTKqvMDMpqMcN%2Fu1UCYxfdDWz8%2F6udA9x23wnLtIcZWVGZ7Ei3fI%2FtlzLSsFndyCcdevUO2AdfVMzwqoZ6gQahSdqsxheiTa4ae9PK090QTS%2FZRMlNDEEkfikyCw0ljtB70C9XCFqrLx2r6vDi4fqFA2KaNTcDQBitM7OZScTGVWMgepcvsx2WN1MHTH0klMzNRhsGo65%2BcdMEiZi%2BLMHa8Qr1NLZVWPtEExh3d3M3nKXaMMWrFULFj4mizJyNK22asiFC%2FTI8nyCqGJtNTTXkL3TG3Dg7S3mTAWl8Y%2FL46Rl0gYKpTv9Oz4ECyszeP6WZd4Tp3emu9UC%2BWjvyIMNxCSeygWoxY%2FORiytKQi8vE8Nc0kAXI%2BLDIZ03u6laWu9hPEJXHLyIIxBTzCR5aL%2BBTrqAWDJCXiXrtWCfoPU%2FGw%2FTcT20wiuIUO3H2e9Af492v%2B5z%2Fp0B4mButYcZAsV9p%2F67y1Q9CQP7HynWD9kewaSEnzyf9QqmE%2BZLtHjVHOgETFoo5GXZTJ53C87%2FYA8ahYsTGYvwRb31BTzV0jeRa0ZxnZyN6zay8Qb61N971sV5tZC8vXRdYr9VlXoySBdQey4qOq3Cqgh8aR4Tfizi2DcOYWFRXLDV3PA9a9lsk53zWe6zOvMZ%2FvjMlGjzz25ToTJFTI%2BNJhmrQ2AP6jaZACF1MjCIAYOZd%2FQN2Fbhom3FZXVSqBa7zjhhQL4PQ%3D%3D&AWSAccessKeyId=ASIAQFVOSJ57ZFOEK4WS&Expires=1607596487&Signature=qN8MHfim6tVQpCjKB5c4xXqYwbg%3D",,,2020
265,"Taherkhani, R., Hashempour, N., Lotfi, M.","Sustainable-resilient urban revitalization framework: Residential buildings renovation in a historic district","… This article presents a sustainable-resilient urban revitalization framework called SRUR for the renovation of existing residential buildings in a historic district by applying the Delphi …",,,,,,,,,,,"GS Search 1b",,//,"2024-10-03 23:12:34","2024-10-03 23:12:34",,,,,,,,,"Journal of Cleaner Production",,,,,,,,,"Cited By (since 2021): 52",,,,,,,,,,,,,,,,,"Sustainable-resilient urban revitalization framework: Residential buildings renovation in a historic district",,,,JOUR,,https://www.sciencedirect.com/science/article/pii/S0959652620349969,,,2021
